ID;KreisPot;KreisVor;StadtPot;StadtVor;haPot;haVor
PR1_NFL_056;Nordfriesland;Nordfriesland;Dagebüll, Risum-Lindholm;Dagebüll, Risum-Lindholm;99,4;99,4
PR1_NFL_057;Nordfriesland;Nordfriesland;Dagebüll, Galmsbüll, Risum-Lindholm;Risum-Lindholm;90,2;64,8
PR1_NFL_060;Nordfriesland;Nordfriesland;Enge-Sande, Stadum;Enge-Sande, Stadum;85,5;81,7
PR1_NFL_062;Nordfriesland;Nordfriesland;Enge-Sande;Enge-Sande;40,7;40,7
PR1_NFL_067;Nordfriesland;-;Goldelund, Lindewitt;-;35,5;-
PR1_NFL_069;Nordfriesland;Nordfriesland;Goldebek, Goldelund, Lindewitt;Goldebek, Goldelund, Lindewitt;202,9;95
PR1_NFL_071;Nordfriesland;-;Goldelund, Lütjenholm;-;50,8;-
PR1_NFL_072;Nordfriesland;Nordfriesland;Goldebek, Lindewitt;Goldebek, Lindewitt;391,6;293
PR1_NFL_073;Nordfriesland;Nordfriesland;Langenhorn;Langenhorn;132,1;132,1
PR1_NFL_074;Nordfriesland;Nordfriesland;Högel, Lütjenholm;Lütjenholm;61,9;41,1
PR1_NFL_075;Nordfriesland;-;Bordelum;-;59,6;-
PR1_NFL_076;Nordfriesland;-;Langenhorn;-;34,2;-
PR1_NFL_077;Nordfriesland;-;Goldebek, Joldelund;-;16,4;-
PR1_NFL_079;Nordfriesland;-;Högel;-;34,8;-
PR1_NFL_080;Nordfriesland;Nordfriesland;Bordelum, Langenhorn;Bordelum, Langenhorn;263,1;263,1
PR1_NFL_081;Nordfriesland;-;Goldebek, Goldelund, Joldelund;-;144,6;-
PR1_NFL_082;Nordfriesland;Nordfriesland;Joldelund, Löwenstedt;Joldelund, Löwenstedt;210,3;155,7
PR1_NFL_084;Nordfriesland;Nordfriesland;Ockholm, Reußenköge;Reußenköge;88,8;16,6
PR1_NFL_085;Nordfriesland;Nordfriesland;Janneby, Jörl, Lindewitt, Löwenstedt;Jörl, Lindewitt, Löwenstedt;540,9;287,5
PR1_NFL_086;Nordfriesland;Nordfriesland;Bordelum, Högel, Sönnebüll, Vollstedt;Bordelum, Högel, Sönnebüll, Vollstedt;132;132
PR1_NFL_087;Nordfriesland;Nordfriesland;Bordelum, Langenhorn, Reußenköge;Bordelum, Langenhorn, Reußenköge;517,8;517,8
PR1_NFL_089;Nordfriesland;Nordfriesland;Högel, Vollstedt;Högel, Vollstedt;144;110,5
PR1_NFL_090;Nordfriesland;Nordfriesland;Drelsdorf, Högel, Joldelund, Kolkerheide,Löwenstedt, Vollstedt;Drelsdorf, Högel, Joldelund, Vollstedt;477,1;197,8
PR1_NFL_091;Nordfriesland;Nordfriesland;Breklum, Sönnebüll;Breklum, Sönnebüll;18,3;18,3
PR1_NFL_093;Nordfriesland;-;Drelsdorf, Joldelund, Kolkerheide, Norstedt;-;71,7;-
PR1_NFL_094;Nordfriesland;Nordfriesland;Bordelum, Reußenköge;Reußenköge;400,4;303,4
PR1_NFL_095;Nordfriesland;Nordfriesland;Reußenköge;Reußenköge;133,5;120,7
PR1_NFL_096;Nordfriesland;Nordfriesland;Haselund, Löwenstedt, Norstedt, Viöl;Haselund, Löwenstedt, Norstedt, Viöl;510,9;362,7
PR1_NFL_097;Nordfriesland;Nordfriesland;Almdorf, Struckum;Almdorf, Struckum;16;16
PR1_NFL_098;Nordfriesland;-;Drelsdorf;-;23,1;-
PR1_NFL_099;Nordfriesland;-;Behrendorf, Haselund, Sollwitt, Viöl;-;92;-
PR1_NFL_100;Nordfriesland;Nordfriesland;Bredstedt, Breklum, Reußenköge, Struckum;Breklum, Reußenköge, Struckum;349,1;280,8
PR1_NFL_101;Nordfriesland;Nordfriesland;Bohmstedt;Bohmstedt;15,2;15,2
PR1_NFL_102;Nordfriesland;Nordfriesland;Behrendorf, Bondelum, Sollwitt,Süderhackstedt;Behrendorf, Sollwitt, Süderhackstedt;261,7;98,8
PR1_NFL_103;Nordfriesland;Nordfriesland;Reußenköge;Reußenköge;115,1;115,1
PR1_NFL_104;Nordfriesland;Nordfriesland;Behrendorf;Behrendorf;92,1;87,3
PR1_NFL_107;Nordfriesland;Nordfriesland;Bondelum, Sollerup, Treia;Bondelum, Sollerup;80;41,7
PR1_NFL_110;Nordfriesland;-;Ahrenviölfeld, Bondelum;-;63,8;-
PR1_NFL_111;Nordfriesland;Nordfriesland;Ahrenviölfeld, Bondelum, Treia;Ahrenviölfeld, Bondelum, Treia;133,5;124,2
PR1_NFL_112;Nordfriesland;Nordfriesland;Ahrenviöl, Ahrenviölfeld;Ahrenviöl, Ahrenviölfeld;90;78
PR1_NFL_113;Nordfriesland;Nordfriesland;Arlewatt, Horstedt, Olderup, Schwesing;Arlewatt, Horstedt, Olderup,Schwesing;116,4;82,8
PR1_NFL_115;Nordfriesland;Nordfriesland;Oster-Ohrstedt;Oster-Ohrstedt;64;64
PR1_NFL_118;Nordfriesland;Nordfriesland;Wittbek;Wittbek;72,5;72,5
PR1_NFL_120;Nordfriesland;Nordfriesland;Wittbek;Wittbek;46,3;35,5
PR1_NFL_121;Nordfriesland;-;Mildstedt, Schwesing;-;15,2;-
PR1_NFL_122;Nordfriesland;Nordfriesland;Rantrum, Schwesing, Wester-Ohrstedt,Wittbek;Rantrum, Wittbek;177,6;74
PR1_NFL_123;Nordfriesland;-;Ostenfeld (Husum), Wittbek;-;28,4;-
PR1_NFL_124;Nordfriesland;-;Wittbek;-;23,7;-
PR1_NFL_125;Nordfriesland;Nordfriesland;Oldersbek, Ostenfeld (Husum), Rantrum,Winnert;Oldersbek, Ostenfeld (Husum),Rantrum, Winnert;444,1;257,5
PR1_NFL_135;Nordfriesland;Nordfriesland;Schwesing, Wester-Ohrstedt;Schwesing, Wester-Ohrstedt;106,1;86,2
PR1_NFL_301;Nordfriesland;Nordfriesland;Dagebüll;Dagebüll;116;115,5
PR1_NFL_302;Nordfriesland;Nordfriesland;Simonsberg, Südermarsch;Südermarsch;185;127,6
PR1_NFL_303;Nordfriesland;Nordfriesland;Simonsberg;Simonsberg;18,9;18,9
PR1_NFL_304;Nordfriesland;-;Simonsberg, Witzwort;-;86;-
PR1_NFL_305;Nordfriesland;-;Koldenbüttel, Witzwort;-;50,5;-
PR1_NFL_306;Nordfriesland;-;Witzwort;-;41,7;-
PR1_NFL_307;Nordfriesland;-;Witzwort;-;46,5;-
PR1_NFL_308;Nordfriesland;Nordfriesland;Uelvesbüll;Uelvesbüll;97,1;84,4
PR1_NFL_309;Nordfriesland;Nordfriesland;Oldenswort, Witzwort;Oldenswort;294,2;106,9
PR1_NFL_310;Nordfriesland;-;Oldenswort, Witzwort;-;151,2;-
PR1_NFL_311;Nordfriesland;-;Oldenswort, Tönning;-;84;-
PR1_NFL_313;Nordfriesland;-;Kotzenbüll, Oldenswort, Tönning;-;214,3;-
PR1_NFL_315;Nordfriesland;-;Oldenswort;-;41,2;-
PR1_NFL_316;Nordfriesland;-;Oldenswort;-;44,6;-
PR1_NFL_317;Nordfriesland;-;Oldenswort, Tetenbüll;-;112,7;-
PR1_NFL_318;Nordfriesland;-;Tetenbüll;-;53,1;-
PR1_NFL_319;Nordfriesland;-;Tating;-;99,5;-
PR1_NFL_401;Nordfriesland;-;Sylt;-;33,7;-
PR1_NFL_402;Nordfriesland;-;Sylt;-;77,6;-
PR1_NFL_403;Nordfriesland;-;Alkersum, Borgsum, Midlum, Nieblum,Oevenum, Oldsum, Süderende, Wrixum;-;669,4;-
PR1_NFL_404;Nordfriesland;-;Oevenum;-;25;-
PR1_NFL_405;Nordfriesland;-;Süderlügum;-;28,1;-
PR1_NFL_406;Nordfriesland;Nordfriesland;Bramstedtlund, Ladelund, Weesby;Bramstedtlund, Weesby;257,2;58,5
PR1_NFL_407;Nordfriesland;-;Bramstedtlund, Ladelund;-;52,4;-
PR1_NFL_409;Nordfriesland;-;Galmsbüll, Risum-Lindholm;-;89,5;-
PR1_NFL_410;Nordfriesland;-;Treia;-;15,2;-
PR1_NFL_411;Nordfriesland;-;Goldelund;-;21;-
PR1_NFL_412;Nordfriesland;-;Immenstedt;-;19;-
PR1_NFL_413;Nordfriesland;-;Ahrenshöft, Viöl;-;39,5;-
PR1_NFL_414;Nordfriesland;Nordfriesland;Elisabeth-Sophien-Koog, Nordstrand;Elisabeth-Sophien-Koog, Nordstrand;50,6;41,4
PR1_NFL_415;Nordfriesland;-;Koldenbüttel, Witzwort;-;31,7;-
PR1_NFL_416;Nordfriesland;-;Witzwort;-;21,4;-
PR1_NFL_417;Nordfriesland;-;Oldenswort;-;22,4;-
PR1_NFL_418;Nordfriesland;-;Kotzenbüll, Tönning;-;39;-
PR1_NFL_419;Nordfriesland;-;Garding, Kirchspiel, Katharinenheerd,Tönning, Welt;-;216,7;-
PR1_NFL_420;Nordfriesland;-;Tönning;-;61,6;-
PR1_NFL_421;Nordfriesland;-;Tönning;-;152,1;-
PR1_NFL_425;Nordfriesland;Nordfriesland;Bramstedtlund, Holt, Ladelund;Bramstedtlund, Holt, Ladelund;372,3;187,3
PR1_NFL_426;Nordfriesland;-;Ahrenshöft;-;21,6;-
PR1_NFL_427;Nordfriesland;Nordfriesland;Karlum, Ladelund;Karlum, Ladelund;72,5;55,9
PR1_NFL_501;Nordfriesland;-;Ahrenviöl, Immenstedt;-;84;-
PR1_NFL_502;Nordfriesland;-;Ladelund;-;31,2;-
PR1_NFL_503;Nordfriesland;-;Ladelund;-;41,3;-
PR1_NFL_504;Nordfriesland;Nordfriesland;Olderup;Olderup;16;16
PR3_OHS_001;Ostholstein;Ostholstein;Fehmarn;Fehmarn;601,1;360,5
PR3_OHS_002;Ostholstein;-;Fehmarn;-;20,5;-
PR3_OHS_003;Ostholstein;-;Fehmarn;-;219;-
PR3_OHS_005;Ostholstein;Ostholstein;Fehmarn;Fehmarn;203,2;98,1
PR3_OHS_007;Ostholstein;-;Fehmarn;-;144,6;-
PR3_OHS_008;Ostholstein;-;Fehmarn;-;141,9;-
PR3_OHS_010;Ostholstein;Ostholstein;Gremersdorf, Heiligenhafen;Heiligenhafen;93,3;19,9
PR3_OHS_011;Ostholstein;-;Gremersdorf, Großenbrode, Heiligenhafen;-;45;-
PR3_OHS_012;Ostholstein;Ostholstein;Gremersdorf, Großenbrode, Neukirchen;Gremersdorf, Großenbrode,Neukirchen;218,2;181,7
PR3_OHS_013;Ostholstein;-;Neukirchen;-;15,9;-
PR3_OHS_014;Ostholstein;-;Gremersdorf;-;68,2;-
PR3_OHS_015;Ostholstein;Ostholstein;Gremersdorf;Gremersdorf;84,7;34,7
PR3_OHS_017;Ostholstein;-;Gremersdorf;-;23,1;-
PR3_OHS_018;Ostholstein;-;Neukirchen;-;79,9;-
PR3_OHS_019;Ostholstein;-;Heringsdorf, Neukirchen;-;22,6;-
PR3_OHS_020;Ostholstein;-;Oldenburg in Holstein;-;42;-
PR3_OHS_021;Ostholstein;Ostholstein;Göhl, Gremersdorf, Heringsdorf;Göhl, Gremersdorf;167,7;61,8
PR3_OHS_022;Ostholstein;Ostholstein;Heringsdorf, Neukirchen;Heringsdorf, Neukirchen;114,6;44,6
PR3_OHS_023;Ostholstein;-;Wangels;-;24,8;-
PR3_OHS_024;Ostholstein;-;Wangels;-;67,7;-
PR3_OHS_025;Ostholstein;Ostholstein;Wangels;Wangels;96,7;96,7
PR3_OHS_026;Ostholstein;-;Oldenburg in Holstein, Wangels;-;54;-
PR3_OHS_027;Ostholstein;Ostholstein;Wangels;Wangels;22,3;22,3
PR3_OHS_028;Ostholstein;Ostholstein;Göhl, Heringsdorf;Göhl, Heringsdorf;384,2;306,5
PR3_OHS_029;Ostholstein;Ostholstein;Wangels;Wangels;71,7;36,9
PR3_OHS_030;Ostholstein;-;Wangels;-;47,6;-
PR3_OHS_033;Ostholstein;Ostholstein;Harmsdorf, Lensahn, Oldenburg in Holstein;Harmsdorf, Lensahn;180,8;78,5
PR3_OHS_035;Ostholstein;Ostholstein;Damlos;Damlos;22,6;22,6
PR3_OHS_037;Ostholstein;Ostholstein;Grömitz, Kabelhorst, Riepsdorf;Grömitz, Kabelhorst, Riepsdorf;153;121,5
PR3_OHS_040;Ostholstein;Ostholstein;Grömitz, Riepsdorf;Grömitz, Riepsdorf;108,4;95
PR3_OHS_041;Ostholstein;Ostholstein;Grömitz, Riepsdorf;Grömitz, Riepsdorf;85,8;34,8
PR3_OHS_044;Ostholstein;-;Beschendorf;-;16;-
PR3_OHS_045;Ostholstein;-;Lensahn;-;58;-
PR3_OHS_047;Ostholstein;Ostholstein;Schönwalde am Bungsberg;Schönwalde am Bungsberg;57,2;57,2
PR3_OHS_048;Ostholstein;-;Beschendorf, Grömitz, Manhagen,Schashagen;-;98,5;-
PR3_OHS_049;Ostholstein;Ostholstein;Altenkrempe, Schönwalde am Bungsberg;Altenkrempe, Schönwalde amBungsberg;41,8;34,9
PR3_OHS_050;Ostholstein;Ostholstein;Grömitz, Schashagen;Schashagen;142,4;97,9
PR3_OHS_051;Ostholstein;-;Altenkrempe;-;48,1;-
PR3_OHS_052;Ostholstein;Ostholstein;Grömitz, Schashagen;Grömitz, Schashagen;178;161,3
PR3_OHS_053;Ostholstein;-;Altenkrempe;-;25,5;-
PR3_OHS_054;Ostholstein;-;Süsel;-;50,4;-
PR3_OHS_055;Ostholstein;-;Süsel;-;49;-
PR3_OHS_056;Ostholstein;-;Bosau;-;86,3;-
PR3_OHS_057;Ostholstein;Ostholstein;Bosau;Bosau;252,2;43,3
PR3_OHS_059;Ostholstein;Ostholstein;Ahrensbök, Bosau, Glasau, Süsel;Ahrensbök, Bosau, Glasau;410,2;99,4
PR3_OHS_060;Ostholstein;-;Bosau, Glasau;-;273,7;-
PR3_OHS_061;Ostholstein;-;Bosau;-;106,1;-
PR3_OHS_062;Ostholstein;Ostholstein;Scharbeutz, Süsel;Scharbeutz, Süsel;339,4;298,6
PR3_OHS_063;Ostholstein;-;Ahrensbök, Scharbeutz, Süsel;-;73;-
PR3_OHS_064;Ostholstein;-;Ahrensbök;-;84,7;-
PR3_OHS_065;Ostholstein;-;Ahrensbök, Scharbeutz;-;164,3;-
PR3_OHS_066;Ostholstein;-;Ahrensbök;-;21;-
PR3_OHS_067;Ostholstein;-;Ahrensbök;-;33,4;-
PR3_OHS_068;Ostholstein;Ostholstein;Scharbeutz;Scharbeutz;37,7;35,6
PR3_OHS_069;Ostholstein;Ostholstein;Ahrensbök, Scharbeutz;Ahrensbök, Scharbeutz;117,4;116,4
PR3_OHS_070;Ostholstein;-;Ahrensbök;-;18,4;-
PR3_OHS_071;Ostholstein;-;Ahrensbök;-;58,4;-
PR3_OHS_072;Ostholstein;Ostholstein;Ratekau, Timmendorfer Strand;Ratekau;108,4;18,7
PR3_OHS_074;Ostholstein;Ostholstein;Ratekau, Scharbeutz, Stockelsdorf;Ratekau, Scharbeutz;99,7;29,7
PR3_OHS_075;Ostholstein;-;Ahrensbök;-;32,8;-
PR3_OHS_076;Ostholstein;Ostholstein;Ahrensbök;Ahrensbök;113,5;94,8
PR3_OHS_077;Ostholstein;Ostholstein;Ratekau;Ratekau;35,8;31
PR3_OHS_078;Ostholstein;-;Stockelsdorf;-;79,7;-
PR3_OHS_079;Ostholstein;-;Stockelsdorf;-;37,9;-
PR3_OHS_080;Ostholstein;Ostholstein;Stockelsdorf;Stockelsdorf;37,6;37,6
PR3_OHS_081;Ostholstein;Ostholstein;Stockelsdorf;Stockelsdorf;85,8;18,3
PR3_OHS_301;Ostholstein;-;Großenbrode;-;60,8;-
PR3_OHS_302;Ostholstein;-;Heringsdorf;-;78,8;-
PR3_OHS_304;Ostholstein;-;Dahme, Grube;-;27,3;-
PR3_OHS_305;Ostholstein;-;Neustadt in Holst., Schashagen;-;188,6;-
PR3_OHS_306;Ostholstein;-;Bad Schwartau, Stockelsdorf;-;18,7;-
PR3_OHS_401;Ostholstein;-;Ahrensbök, Wensin;-;37,1;-
PR3_OHS_402;Ostholstein;-;Ahrensbök;-;13,5;-
PR3_OHS_403;Ostholstein;-;Altenkrempe;-;172;-
PR3_OHS_405;Ostholstein;-;Grömitz;-;232,2;-
PR3_OHS_406;Ostholstein;Ostholstein;Grömitz, Grube, Riepsdorf;Grömitz, Grube;51,5;21,5
PR3_OHS_408;Ostholstein;-;Wangels;-;16,6;-
PR3_OHS_409;Ostholstein;-;Gremersdorf;-;67,8;-
PR3_OHS_420;Ostholstein;Ostholstein;Fehmarn;Fehmarn;185,5;121,5
PR3_OHS_421;Ostholstein;-;Fehmarn;-;95,1;-
PR3_OHS_501;Ostholstein;-;Fehmarn;-;21,7;-
PR3_OHS_502;Ostholstein;-;Fehmarn;-;81,8;-
PR3_OHS_503;Ostholstein;-;Sierksdorf, Süsel;-;83,3;-
PR3_PIN_001;Pinneberg;Pinneberg;Bokel;Bokel;44,3;21,8
PR3_PIN_002;Pinneberg;-;Bokel;-;30,5;-
PR3_PIN_003;Pinneberg;-;Bokel, Brande-Hörnerkirchen, Lutzhorn;-;176,6;-
PR3_PIN_004;Pinneberg;-;Heede;-;22,9;-
PR3_PIN_005;Pinneberg;Pinneberg;Raa-Besenbek;Raa-Besenbek;54;54
PR3_PIN_006;Pinneberg;Pinneberg;Raa-Besenbek;Raa-Besenbek;47,5;47,5
PR3_PIN_007;Pinneberg;-;Seester;-;65,2;-
PR3_PIN_008;Pinneberg;-;Groß Nordende, Neuendeich, Seester,Uetersen;-;221,1;-
PR3_PIN_009;Pinneberg;Pinneberg;Groß Nordende, Neuendeich, Uetersen;Neuendeich, Uetersen;115,7;57,9
PR3_PIN_301;Pinneberg;-;Raa-Besenbek;-;116,6;-
PR3_PIN_302;Pinneberg;-;Haselau, Haseldorf;-;121;-
PR3_PIN_303;Pinneberg;-;Haseldorf;-;24,2;-
PR3_PIN_304;Pinneberg;-;Haseldorf, Heist, Hetlingen, Holm;-;197,1;-
PR3_PIN_401;Pinneberg;-;Seestermühe;-;59,3;-
PR3_PIN_402;Pinneberg;-;Seestermühe;-;53,9;-
PR3_PIN_501;Pinneberg;-;Moorrege;-;20,5;-
PR2_PLO_001;Plön;Plön;Bendfeld, Schwartbuck, Stakendorf;Bendfeld, Schwartbuck, Stakendorf;179,2;60,6
PR2_PLO_002;Plön;Plön;Fahren, Fiefbergen, Passade;Fahren, Fiefbergen, Passade;87,1;72,6
PR2_PLO_003;Plön;-;Heikendorf;-;23,7;-
PR2_PLO_004;Plön;-;Köhn, Schwartbuck;-;82,2;-
PR2_PLO_005;Plön;Plön;Heikendorf;Heikendorf;20,5;20,5
PR2_PLO_006;Plön;Plön;Bendfeld, Fargau-Pratjau, Höhndorf,Krummbek, Stoltenberg;Krummbek;351,9;27,4
PR2_PLO_007;Plön;-;Fahren, Höhndorf, Stoltenberg;-;19,5;-
PR2_PLO_008;Plön;-;Heikendorf, Probsteierhagen;-;40,8;-
PR2_PLO_009;Plön;-;Köhn;-;54,1;-
PR2_PLO_010;Plön;-;Fargau-Pratjau;-;102,8;-
PR2_PLO_011;Plön;-;Fargau-Pratjau, Stoltenberg;-;60,3;-
PR2_PLO_028;Plön;-;Bosau, Bösdorf;-;110,2;-
PR2_PLO_029;Plön;-;Bosau, Bösdorf;-;107;-
PR2_PLO_030;Plön;Plön;Rendswühren, Ruhwinkel, Schillsdorf;Rendswühren, Ruhwinkel, Schillsdorf;271;168,6
PR2_PLO_031;Plön;-;Schillsdorf;-;48,1;-
PR2_PLO_032;Plön;Plön;Bönebüttel, Rendswühren;Bönebüttel;213,1;51,6
PR2_PLO_302;Plön;-;Großharrie, Negenharrie;-;150,8;-
PR2_PLO_303;Plön;Plön;Bönebüttel, Großharrie, Schillsdorf, Tasdorf;Bönebüttel, Großharrie, Schillsdorf,Tasdorf;189,7;131,7
PR2_PLO_304;Plön;-;Bönebüttel;-;26,9;-
PR2_PLO_305;Plön;-;Bönebüttel;-;32,3;-
PR2_PLO_306;Plön;Plön;Bönebüttel, Groß Kummerfeld;Bönebüttel;103,6;24,9
PR2_PLO_501;Plön;-;Krummbek, Stakendorf;-;16,1;-
PR2_PLO_502;Plön;-;Großharrie, Schillsdorf;-;33,7;-
PR3_PLO_012;Plön;-;Wangels;-;26,8;-
PR2_RDE_001;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Dörphof;Dörphof;101,9;51,6
PR2_RDE_002;Rendsburg-Eckernförde;-;Damp, Dörphof, Thumby;-;114,7;-
PR2_RDE_003;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Thumby;Thumby;146,5;64,8
PR2_RDE_004;Rendsburg-Eckernförde;-;Holzdorf;-;44,6;-
PR2_RDE_005;Rendsburg-Eckernförde;-;Thumby;-;35,8;-
PR2_RDE_006;Rendsburg-Eckernförde;-;Damp, Waabs;-;95,4;-
PR2_RDE_007;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Damp, Waabs;Waabs;39,7;36,5
PR2_RDE_008;Rendsburg-Eckernförde;-;Rieseby;-;131,5;-
PR2_RDE_009;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Holzdorf, Loose, Rieseby;Loose, Rieseby;144,5;100,8
PR2_RDE_010;Rendsburg-Eckernförde;-;Kosel, Rieseby;-;60,4;-
PR2_RDE_011;Rendsburg-Eckernförde;-;Loose, Rieseby;-;67,6;-
PR2_RDE_012;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Loose, Waabs;Loose, Waabs;368,9;166,9
PR2_RDE_013;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Rieseby;Rieseby;21,4;5,7
PR2_RDE_014;Rendsburg-Eckernförde;-;Barkelsby, Loose;-;126,8;-
PR2_RDE_015;Rendsburg-Eckernförde;-;Barkelsby, Loose;-;91,2;-
PR2_RDE_016;Rendsburg-Eckernförde;-;Barkelsby;-;30,9;-
PR2_RDE_017;Rendsburg-Eckernförde;-;Schwedeneck;-;142,4;-
PR2_RDE_019;Rendsburg-Eckernförde;-;Osdorf, Schwedeneck;-;18,1;-
PR2_RDE_020;Rendsburg-Eckernförde;-;Dänischenhagen, Schwedeneck;-;76,3;-
PR2_RDE_021;Rendsburg-Eckernförde;-;Neudorf-Bornstein, Osdorf;-;49,6;-
PR2_RDE_022;Rendsburg-Eckernförde;-;Brekendorf;-;128,9;-
PR2_RDE_023;Rendsburg-Eckernförde;-;Neudorf-Bornstein;-;72,8;-
PR2_RDE_024;Rendsburg-Eckernförde;-;Goosefeld, Groß Wittensee;-;43,7;-
PR2_RDE_025;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Altenhof, Goosefeld, Holtsee;Altenhof, Holtsee;215,3;161,6
PR2_RDE_026;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Gettorf, Osdorf;Gettorf, Osdorf;41,7;16
PR2_RDE_027;Rendsburg-Eckernförde;-;Groß Wittensee;-;15;-
PR2_RDE_028;Rendsburg-Eckernförde;-;Gettorf, Lindau, Neudorf-Bornstein;-;49,9;-
PR2_RDE_029;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Owschlag;Owschlag;125,5;81,2
PR2_RDE_030;Rendsburg-Eckernförde;-;Haby, Holtsee;-;51,8;-
PR2_RDE_032;Rendsburg-Eckernförde;-;Groß Wittensee, Klein Wittensee;-;44,8;-
PR2_RDE_033;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Felm, Tüttendorf;Felm, Tüttendorf;133;117,3
PR2_RDE_034;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Holtsee, Lindau, Neudorf-Bornstein;Holtsee, Lindau, Neudorf-Bornstein;67;56
PR2_RDE_035;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Holtsee;Holtsee;90,8;74,9
PR2_RDE_036;Rendsburg-Eckernförde;-;Holtsee;-;36;-
