ID;KreisPot;KreisVor;StadtPot;StadtVor;haPot;haVor;Coords;Wetter-ID
PR2_RDE_142;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Beldorf, Bornholt, Steenfeld;Beldorf, Bornholt, Steenfeld;141.5;118,7;[54.1275993, 9.3501159];19172
PR2_RDE_144;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bendorf, Thaden;Bendorf, Thaden;273.4;238,3;[54.0928708, 9.4002694];19172
PR2_RDE_145;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Aukrug, Gnutz;Aukrug;108.4;73,7;[54.1069689, 9.8084315];19171
PR2_RDE_147;Rendsburg-Eckernförde;-;Hohenwestedt, Wapelfeld;-;115.6;-;[54.088005, 9.6362034];2429
PR2_RDE_148;Rendsburg-Eckernförde;-;Wasbek;-;17. Feb;-;[54.073959, 9.898631];7427
PR2_RDE_150;Rendsburg-Eckernförde;-;Osterstedt, Puls, Reher;-;61.8;-;[54.0862324, 9.5549105];2429
PR2_RDE_155;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Aukrug, Wasbek;Aukrug, Wasbek;61.6;55,4;[54.076032, 9.8448256];19171
PR2_RDE_156;Rendsburg-Eckernförde;-;Hohenwestedt, Tappendorf;-;59.6;-;[54.0979745, 9.6800028];2429
PR2_RDE_157;Rendsburg-Eckernförde;-;Bendorf, Thaden;-;91.1;-;[54.0928708, 9.4002694];19172
PR2_RDE_158;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Bendorf, Bornholt;Bendorf, Bornholt;25.0;18,1;[54.0928708, 9.3585994];19172
PR2_RDE_159;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Hohenwestedt, Jahrsdorf, Wapelfeld;Hohenwestedt, Jahrsdorf, Wapelfeld;157.0;25,5;[54.0794813, 9.634514];2429
PR2_RDE_161;Rendsburg-Eckernförde;-;Bendorf;-;57.2;-;[54.0857417, 9.3838689];19172
PR2_RDE_162;Rendsburg-Eckernförde;-;Aukrug, Grauel, Meezen;-;152.7;-;[54.064611, 9.7215127];19171
PR2_RDE_164;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Arpsdorf, Padenstedt;Padenstedt;61.2;20,9;[54.0441266, 9.8879563];7427
PR2_RDE_301;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Gammelby, Rieseby;Gammelby, Rieseby;65.5;42,2;[54.5208281, 9.8049562];4896
PR2_RDE_303;Rendsburg-Eckernförde;-;Osterby, Windeby;-;97.3;-;[54.4585566, 9.7847458];6105
PR2_RDE_304;Rendsburg-Eckernförde;-;Altenholz, Felm;-;45.8;-;[54.4029174, 10.092582];2564
PR2_RDE_306;Rendsburg-Eckernförde;-;Rodenbek;-;45.8;-;[54.2756036, 10.0190938];2564
PR2_RDE_307;Rendsburg-Eckernförde;-;Rodenbek, Rumohr, Schierensee;-;15. Jan;-;[54.2624071, 10.0095231];6105
PR2_RDE_308;Rendsburg-Eckernförde;-;Bissee, Brügge;-;27. Jun;-;[54.182124, 10.0903788];6163
PR2_RDE_309;Rendsburg-Eckernförde;-;Jevenstedt, Osterrönfeld;-;65.1;-;[54.2609506, 9.6774721];6105
PR2_RDE_310;Rendsburg-Eckernförde;-;Jevenstedt;-;47.0;-;[54.2336289, 9.6606871];2303
PR2_RDE_311;Rendsburg-Eckernförde;-;Krogaspe, Wasbek;-;45.0;-;[54.102787, 9.9137302];7427
PR2_RDE_312;Rendsburg-Eckernförde;-;Timmaspe, Wasbek;-;15. Jan;-;[54.1073453, 9.8949664];7427
PR2_RDE_313;Rendsburg-Eckernförde;-;Wasbek;-;125.2;-;[54.073959, 9.898631];7427
PR2_RDE_314;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Aukrug, Ehndorf, Wasbek;Aukrug, Ehndorf, Wasbek;226.6;179,3;[54.0684432, 9.8611799];7427
PR2_RDE_315;Rendsburg-Eckernförde;-;Ehndorf;-;36.0;-;[54.0532658, 9.8938886];7427
PR2_RDE_316;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Arpsdorf, Padenstedt;Arpsdorf, Padenstedt;115.7;85,2;[54.0441266, 9.8879563];7427
PR2_RDE_317;Rendsburg-Eckernförde;Rendsburg-Eckernförde;Padenstedt;Padenstedt;74.2;34,5;[54.04882, 9.9173133];7427
PR2_RDE_401;Rendsburg-Eckernförde;-;Kosel;-;47.1;-;[54.5056225, 9.7546389];4466
PR2_RDE_402;Rendsburg-Eckernförde;-;Gammelby, Kosel, Rieseby;-;37.9;-;[54.5157596, 9.7881838];4466
PR2_RDE_403;Rendsburg-Eckernförde;-;Güby, Hummelfeld;-;19. Apr;-;[54.473548, 9.6922465];4466
PR2_RDE_404;Rendsburg-Eckernförde;-;Sehestedt;-;47.7;-;[54.3667005, 9.8166689];6105
PR2_RDE_405;Rendsburg-Eckernförde;-;Hohn, Lohe-Föhrden;-;44.1;-;[54.3170949, 9.5237554];2303
PR2_RDE_407;Rendsburg-Eckernförde;-;Emkendorf;-;18. Jan;-;[54.2623019, 9.8470685];6105
PR2_RDE_408;Rendsburg-Eckernförde;-;Bokel, Emkendorf;-;22. Jul;-;[54.2390429, 9.8205602];6105
PR2_RDE_409;Rendsburg-Eckernförde;-;Böhnhusen, Reesdorf, Techelsdorf;-;21.0;-;[54.2093403, 10.0541433];2564
PR2_RDE_410;Rendsburg-Eckernförde;-;Hohenwestedt, Tappendorf;-;23. Jan;-;[54.0979745, 9.6800028];2429
PR2_RDE_411;Rendsburg-Eckernförde;-;Aasbüttel, Bendorf, Bokhorst;-;21. Sep;-;[54.0700752, 9.4087106];19172
PR2_RDE_412;Rendsburg-Eckernförde;-;Negenharrie;-;26. Mrz;-;[54.1437717, 10.0755472];7427
PR2_RDE_420;Rendsburg-Eckernförde;-;Beldorf, Bornholt;-;17. Aug;-;[54.11665, 9.341665];19172
PR2_RDE_501;Rendsburg-Eckernförde;-;Brekendorf, Owschlag;-;52.9;-;[54.4073667, 9.6110937];2437
PR2_RDE_502;Rendsburg-Eckernförde;-;Holzdorf, Rieseby;-;29. Mrz;-;[54.5478693, 9.8561636];4896
PR2_RDE_503;Rendsburg-Eckernförde;-;Schwedeneck, Strande;-;103.9;-;[54.4554667, 10.1390144];2564
PR2_RDE_504;Rendsburg-Eckernförde;-;Langwedel;-;27. Mai;-;[54.2116886, 9.9301891];6105
PR2_RDE_505;Rendsburg-Eckernförde;-;Eisendorf, Ellerdorf;-;25. Apr;-;[54.1932886, 9.8541434];6105
PR2_RDE_506;Rendsburg-Eckernförde;-;Holzdorf, Rieseby;-;30. Mrz;-;[54.5478693, 9.8561636];4896
PR3_SEG_001;Segeberg;-;Belau, Dersau, Schmalensee, Stocksee;-;212.7;-;[54.0970736, 10.3030734];6163
PR3_SEG_003;Segeberg;Segeberg;Damsdorf, Schmalensee, Stocksee, Tarbek;Damsdorf, Schmalensee;307.2;40,6;[54.0733558, 10.3001321];6163
PR3_SEG_005;Segeberg;-;Bornhöved;-;39.3;-;[54.0699273, 10.2271367];6163
PR3_SEG_006;Segeberg;-;Glasau;-;18. Sep;-;[54.0446763, 10.5270196];6163
PR3_SEG_007;Segeberg;-;Bosau, Seedorf;-;51.8;-;[53.8618829, 10.6486778];3086
PR3_SEG_008;Segeberg;-;Glasau;-;30. Jan;-;[54.0446763, 10.5270196];6163
PR3_SEG_009;Segeberg;-;Tarbek;-;219.2;-;[54.0561488, 10.266654];6163
PR3_SEG_010;Segeberg;-;Seedorf;-;25. Jun;-;[53.6195914, 10.8672662];1736
PR3_SEG_011;Segeberg;-;Tarbek;-;45.6;-;[54.0561488, 10.266654];6163
PR3_SEG_012;Segeberg;-;Nehms, Seedorf;-;97.6;-;[53.8191355, 10.6127723];3086
PR3_SEG_013;Segeberg;Segeberg;Travenhorst;Travenhorst;38.6;25,4;[54.0189752, 10.4564016];6163
PR3_SEG_014;Segeberg;-;Daldorf;-;63.9;-;[54.0180943, 10.248455];5280
PR3_SEG_015;Segeberg;-;Blunk;-;111.7;-;[54.0102315, 10.3121951];5280
PR3_SEG_016;Segeberg;-;Wensin;-;36.4;-;[53.9937539, 10.4194668];5280
PR3_SEG_017;Segeberg;-;Travenhorst;-;16. Jun;-;[54.0189752, 10.4564016];6163
PR3_SEG_018;Segeberg;Segeberg;Boostedt, Großenaspe, Neumünster, Stadt;Großenaspe;238.9;38;[54.0917314, 10.021104];7427
PR3_SEG_019;Segeberg;Segeberg;Arpsdorf, Hardebek, Hasenkrug;Hardebek, Hasenkrug;165.5;162,4;[54.0041035, 9.8590929];19171
PR3_SEG_020;Segeberg;-;Blunk;-;28. Jul;-;[54.0102315, 10.3121951];5280
PR3_SEG_021;Segeberg;-;Blunk, Groß Rönnau, Krems II;-;142.8;-;[53.9900819, 10.3266669];5280
PR3_SEG_022;Segeberg;-;Ahrensbök, Pronstorf;-;112.9;-;[53.9854609, 10.5226924];5280
PR3_SEG_023;Segeberg;-;Ahrensbök, Pronstorf;-;40.8;-;[53.9854609, 10.5226924];5280
PR3_SEG_024;Segeberg;Segeberg;Großenaspe, Wiemersdorf;Großenaspe, Wiemersdorf;339.3;307,6;[53.9658539, 9.9368212];7427
PR3_SEG_025;Segeberg;-;Armstedt, Wiemersdorf;-;34.3;-;[53.9639049, 9.8782671];19171
PR3_SEG_026;Segeberg;-;Armstedt, Fuhlendorf, Hagen;-;147.7;-;[53.9533863, 9.8545355];19171
PR3_SEG_027;Segeberg;Segeberg;Wiemersdorf;Wiemersdorf;55.6;41,7;[53.9579236, 9.9048886];19171
PR3_SEG_028;Segeberg;Segeberg;Ahrensbök, Pronstorf, Stockelsdorf;Ahrensbök, Pronstorf, Stockelsdorf;217.0;217;[53.9563667, 10.5630512];3086
PR3_SEG_029;Segeberg;Segeberg;Bad Segeberg, Schieren, Stipsdorf, Weede;Weede;180.5;26,1;[53.9362979, 10.3508911];5280
PR3_SEG_030;Segeberg;-;Hagen, Hitzhusen;-;32.2;-;[53.9348143, 9.8409932];19171
PR3_SEG_031;Segeberg;-;Pronstorf;-;27. Sep;-;[53.9578923, 10.4701203];5280
PR3_SEG_032;Segeberg;Segeberg;Föhrden-Barl, Hitzhusen, Weddelbrook;Föhrden-Barl, Hitzhusen,Weddelbrook;124.0;19,8;[53.9181377, 9.8237815];19171
PR3_SEG_033;Segeberg;-;Geschendorf, Strukdorf, Weede;-;53.2;-;[53.9212435, 10.4338676];5280
PR3_SEG_034;Segeberg;-;Strukdorf;-;79.1;-;[53.9202193, 10.486009];5280
PR3_SEG_035;Segeberg;Segeberg;Neuengörs, Weede;Neuengörs, Weede;193.7;148,8;[53.9110633, 10.3779588];5280
PR3_SEG_036;Segeberg;-;Klein Gladebrügge, Traventhal;-;17. Apr;-;[53.9081666, 10.3185449];5280
PR3_SEG_037;Segeberg;-;Högersdorf, Schwissel;-;50.4;-;[53.9086915, 10.2878073];5280
PR3_SEG_038;Segeberg;-;Bark, Kükels, Todesfelde, Wittenborn;-;324.1;-;[53.9068953, 10.2056101];5280
PR3_SEG_039;Segeberg;-;Mönkloh;-;24. Apr;-;[53.8879889, 9.7892835];19171
PR3_SEG_040;Segeberg;Segeberg;Bebensee, Leezen, Mözen;Bebensee, Leezen, Mözen;172.4;60,6;[53.8843732, 10.2723161];5280
PR3_SEG_041;Segeberg;-;Mönkloh;-;34.7;-;[53.8879889, 9.7892835];19171
PR3_SEG_042;Segeberg;Segeberg;Bühnsdorf, Feldhorst, Neuengörs, Rehhorst;Bühnsdorf, Feldhorst, Neuengörs,Rehhorst;101.4;29,9;[53.8773181, 10.4128544];5280
PR3_SEG_043;Segeberg;Segeberg;Lentföhrden, Weddelbrook;Lentföhrden, Weddelbrook;117.0;34,7;[53.8882263, 9.8574754];19171
PR3_SEG_044;Segeberg;-;Fredesdorf, Todesfelde;-;15. Jan;-;[53.8859291, 10.1898469];5280
PR3_SEG_045;Segeberg;-;Weddelbrook;-;45.5;-;[53.9033941, 9.8293928];19171
PR3_SEG_046;Segeberg;-;Fredesdorf, Kükels, Leezen;-;91.4;-;[53.8797922, 10.2296669];5280
PR3_SEG_047;Segeberg;-;Fredesdorf, Seth, Struvenhütten, Stuvenborn,Todesfelde;-;795.8;-;[53.8673836, 10.146787];5280
PR3_SEG_049;Segeberg;-;Lentföhrden, Nützen;-;38.4;-;[53.8692084, 9.9031695];4039
PR3_SEG_052;Segeberg;Segeberg;Kaltenkirchen, Nützen, Schmalfeld;Schmalfeld;96.0;17,8;[53.8592465, 9.9550729];4039
PR3_SEG_054;Segeberg;-;Fredesdorf, Groß Niendorf, Leezen, Seth,Sülfeld;-;424.5;-;[53.8479619, 10.2209628];5280
PR3_SEG_055;Segeberg;Segeberg;Sievershütten, Struvenhütten;Sievershütten, Struvenhütten;47.0;20,2;[53.8548645, 10.0834847];5280
PR3_SEG_057;Segeberg;Segeberg;Groß Niendorf, Leezen, Neversdorf;Groß Niendorf;155.2;23,5;[53.8586525, 10.2619245];5280
PR3_SEG_058;Segeberg;-;Seth;-;39.0;-;[53.8494522, 10.1750076];5280
PR3_SEG_059;Segeberg;Segeberg;Heidmoor, Lentföhrden, Lutzhorn;Heidmoor;432.7;68,2;[53.8553938, 9.825856];4039
PR3_SEG_061;Segeberg;-;Alveslohe;-;20. Feb;-;[53.7890889, 9.9160002];4039
PR3_SEG_062;Segeberg;-;Alveslohe, Kaltenkirchen;-;21. Aug;-;[53.8131302, 9.9387445];4039
PR3_SEG_301;Segeberg, Plön;-;Bornhöved, Gönnebek, Rendswühren;-;197.6;-;[54.0642493, 10.1948306];6163
PR3_SEG_302;Segeberg, Plön;Segeberg, Plön;Gönnebek, Groß Kummerfeld, Rendswühren;Gönnebek, Groß Kummerfeld;343.5;163,4;[54.0480536, 10.1381942];7427
PR3_SEG_303;Segeberg;-;Heidmühlen, Latendorf, Rickling;-;174.9;-;[53.991204, 10.105119];5280
PR3_SEG_304;Segeberg;-;Großenaspe, Hardebek;-;62.1;-;[53.9809611, 9.9186235];7427
PR3_SEG_306;Segeberg;Segeberg;Armstedt, Hardebek, Wiemersdorf;Armstedt;188.2;23,1;[53.9719826, 9.8750091];19171
PR3_SEG_307;Segeberg;-;Negernbötel;-;18. Aug;-;[53.9830727, 10.2494962];5280
PR3_SEG_309;Segeberg;Segeberg;Rickling, Wahlstedt;Rickling, Wahlstedt;127.9;64,4;[53.9793097, 10.1898692];5280
PR3_SEG_310;Segeberg;-;Bark, Heidmühlen;-;35.1;-;[53.9415805, 10.1337058];5280
PR3_SEG_311;Segeberg;-;Heidmühlen;-;16.0;-;[53.9721076, 10.0847274];5280
PR3_SEG_312;Segeberg;-;Fahrenkrug, Wittenborn;-;66.1;-;[53.9346518, 10.2383943];5280
PR3_SEG_314;Segeberg;-;Großenaspe;-;71.9;-;[53.9737843, 9.9687538];7427
PR3_SEG_315;Segeberg;-;Großenaspe;-;40.2;-;[53.9737843, 9.9687538];7427
PR3_SEG_316;Segeberg;-;Großenaspe;-;142.4;-;[53.9737843, 9.9687538];7427
PR3_SEG_317;Segeberg;-;Bimöhlen;-;93.3;-;[53.9366307, 9.9533923];7427
PR3_SEG_318;Segeberg;Segeberg;Bimöhlen, Hasenmoor;Bimöhlen;176.6;50,1;[53.9182019, 9.9671677];7427
PR3_SEG_319;Segeberg;-;Bad Bramstedt;-;46.8;-;[53.9167, 9.88333];19171
PR3_SEG_320;Segeberg;-;Hasenmoor;-;21. Aug;-;[53.8997732, 9.9809431];7427
PR3_SEG_321;Segeberg;-;Bark, Todesfelde;-;174.2;-;[53.9029532, 10.1818452];5280
PR3_SEG_322;Segeberg;-;Hartenholm, Struvenhütten, Todesfelde;-;177.1;-;[53.8863977, 10.098374];5280
PR3_SEG_323;Segeberg;Segeberg;Hartenholm, Hasenmoor, Schmalfeld,Struvenhütten;Hasenmoor, Struvenhütten;183.6;43,5;[53.8848308, 10.019502];5280
PR3_SEG_324;Segeberg;-;Bad Bramstedt, Lentföhrden, Schmalfeld;-;56.0;-;[53.8883228, 9.917279];19171
PR3_SEG_325;Segeberg;-;Lentföhrden;-;28. Mai;-;[53.8730585, 9.885558];19171
PR3_SEG_326;Segeberg;-;Heidmoor;-;17.0;-;[53.8669174, 9.8168026];4039
PR3_SEG_327;Segeberg;Segeberg;Heidmoor, Lentföhrden, Nützen;Heidmoor, Lentföhrden, Nützen;307.2;73,9;[53.8684447, 9.8743805];4039
PR3_SEG_328;Segeberg, Pinneberg;-;Alveslohe, Bilsen, Ellerau;-;91.8;-;[53.7690349, 9.903639];4039
PR3_SEG_329;Segeberg;-;Oering, Seth;-;28. Apr;-;[53.836877, 10.1621526];5280
PR3_SEG_330;Segeberg;-;Nahe;-;60.9;-;[53.7942267, 10.13793];5280
PR3_SEG_331;Segeberg;-;Itzstedt, Sülfeld;-;17. Jul;-;[53.8036558, 10.1938697];5280
PR3_SEG_332;Segeberg;-;Groß Niendorf, Sülfeld, Travenbrück;-;127.7;-;[53.8298532, 10.2630544];5280
PR3_SEG_333;Segeberg;-;Sülfeld;-;20. Jul;-;[53.8003225, 10.2311878];5280
PR3_SEG_335;Segeberg;-;Norderstedt;-;74.9;-;[53.7089898, 9.9891914];4039
PR3_SEG_401;Segeberg;-;Bad Bramstedt, Bimöhlen;-;23. Sep;-;[53.9266654, 9.9183612];19171
PR3_SEG_402;Segeberg;-;Nützen;-;16. Aug;-;[53.8653583, 9.9207809];4039
PR3_SEG_403;Segeberg;-;Henstedt-Ulzburg, Wakendorf II;-;32.6;-;[53.7873673, 10.0314477];4039
PR3_SEG_404;Segeberg;-;Kisdorf;-;21. Mai;-;[53.8103523, 10.0101077];4039
PR3_SEG_405;Segeberg;-;Kisdorf, Oering, Sievershütten;-;27. Aug;-;[53.8267457, 10.0907767];5280
PR3_SEG_406;Segeberg;-;Geschendorf, Schieren, Westerrade;-;67.8;-;[53.9335304, 10.4315712];5280
PR3_SEG_407;Segeberg;-;Pronstorf, Westerrade;-;15. Mai;-;[53.9463481, 10.4652462];5280
PR3_SEG_501;Segeberg;-;Henstedt-Ulzburg;-;18. Feb;-;[53.7926888, 9.9808134];4039
PR3_SEG_601;Segeberg;-;Sülfeld;-;69.1;-;[53.8003225, 10.2311878];5280
PR1_SLF_001;Schleswig-Flensburg;Schleswig-Flensburg;Böxlund, Jardelund, Weesby;Böxlund, Jardelund, Weesby;159.6;159,6;[54.8352473, 9.1809374];1379
PR1_SLF_002;Schleswig-Flensburg;-;Böxlund, Weesby;-;34.4;-;[54.8349748, 9.1658544];2907
PR1_SLF_003;Schleswig-Flensburg;Schleswig-Flensburg;Jardelund;Jardelund;264.6;198,8;[54.8357922, 9.2111032];1379
PR1_SLF_004;Schleswig-Flensburg;Schleswig-Flensburg;Weesby;Weesby;25. Jan;24,8;[54.8308228, 9.1519667];2907
PR1_SLF_005;Schleswig-Flensburg;-;Weesby;-;71.3;-;[54.8308228, 9.1519667];2907
PR1_SLF_006;Schleswig-Flensburg;-;Langballig, Munkbrarup, Ringsberg;-;43.4;-;[54.8003612, 9.6084165];1666
PR1_SLF_009;Schleswig-Flensburg;-;Handewitt;-;65.5;-;[54.7568187, 9.3251444];1379
PR1_SLF_011;Schleswig-Flensburg;Schleswig-Flensburg;Holt, Medelby, Osterby, Schafflund, Wallsbüll;Medelby, Osterby;374.8;96,2;[54.7222541, 9.2996772];1379
PR1_SLF_012;Schleswig-Flensburg;Schleswig-Flensburg;Handewitt, Wallsbüll;Handewitt, Wallsbüll;40.6;40,6;[54.7661523, 9.2819066];1379
PR1_SLF_013;Schleswig-Flensburg;-;Maasbüll;-;15. Sep;-;[54.7764605, 9.5265259];1666
PR1_SLF_014;Schleswig-Flensburg;-;Handewitt, Wallsbüll;-;56.6;-;[54.7661523, 9.2819066];1379
PR1_SLF_015;Schleswig-Flensburg;-;Maasbüll;-;16. Jan;-;[54.7764605, 9.5265259];1666
PR1_SLF_017;Schleswig-Flensburg;Schleswig-Flensburg;Grundhof, Husby;Grundhof;29. Jul;23,3;[54.7696688, 9.6162275];1666
PR1_SLF_018;Schleswig-Flensburg;-;Handewitt, Wallsbüll;-;131.3;-;[54.7661523, 9.2819066];1379
PR1_SLF_019;Schleswig-Flensburg;Schleswig-Flensburg;Dollerup;Dollerup;32.9;32,9;[54.7796222, 9.6804655];1666
PR1_SLF_020;Schleswig-Flensburg;-;Hürup, Tastrup;-;61.5;-;[54.7568561, 9.502375];1666
PR1_SLF_021;Schleswig-Flensburg;Schleswig-Flensburg;Schafflund;Schafflund;83.9;83,9;[54.7586324, 9.1846823];1379
PR1_SLF_022;Schleswig-Flensburg;-;Hörup;-;43.4;-;[54.7447487, 9.1033911];2907
PR1_SLF_023;Schleswig-Flensburg;-;Hürup;-;103.4;-;[54.7490104, 9.5268239];1666
PR1_SLF_025;Schleswig-Flensburg;-;Sörup;-;29. Jun;-;[54.7169361, 9.6673591];4896
PR1_SLF_026;Schleswig-Flensburg;-;Kronsgaard;-;26. Sep;-;[54.7354908, 9.9658761];5930
PR1_SLF_027;Schleswig-Flensburg;-;Hörup, Nordhackstedt, Schafflund;-;161.3;-;[54.7455172, 9.1518115];2907
PR1_SLF_028;Schleswig-Flensburg;Schleswig-Flensburg;Meyn, Nordhackstedt;Meyn, Nordhackstedt;46.2;46,2;[54.7454719, 9.1945229];1379
PR1_SLF_029;Schleswig-Flensburg;Schleswig-Flensburg;Großenwiehe, Handewitt, Lindewitt, Meyn;Großenwiehe, Handewitt, Meyn;406.0;316,5;[54.7284243, 9.2480143];1379
PR1_SLF_030;Schleswig-Flensburg;-;Stangheck;-;42.5;-;[54.713956, 9.8602904];4896
PR1_SLF_031;Schleswig-Flensburg;Schleswig-Flensburg;Sörup;Sörup;87.5;67,5;[54.7169361, 9.6673591];4896
PR1_SLF_032;Schleswig-Flensburg;-;Niesgrau, Sterup;-;31.0;-;[54.7359132, 9.7762855];4896
PR1_SLF_033;Schleswig-Flensburg;-;Lindewitt;-;34.5;-;[54.6973324, 9.1950795];1379
PR1_SLF_034;Schleswig-Flensburg;Schleswig-Flensburg;Lindewitt, Nordhackstedt;Lindewitt, Nordhackstedt;62.2;45,4;[54.7152515, 9.1812204];1379
PR1_SLF_035;Schleswig-Flensburg;Schleswig-Flensburg;Hörup, Nordhackstedt;Hörup, Nordhackstedt;175.5;175,5;[54.7389596, 9.1353761];2907
PR1_SLF_036;Schleswig-Flensburg;-;Freienwill, Oeversee;-;88.5;-;[54.7138942, 9.4638205];1379
PR1_SLF_037;Schleswig-Flensburg;-;Handewitt, Oeversee;-;95.3;-;[54.7282648, 9.3787754];1379
PR1_SLF_038;Schleswig-Flensburg;-;Handewitt, Oeversee;-;79.8;-;[54.7282648, 9.3787754];1379
PR1_SLF_039;Schleswig-Flensburg;Schleswig-Flensburg;Großenwiehe, Handewitt;Großenwiehe, Handewitt;350.6;165,5;[54.7292959, 9.2876465];1379
PR1_SLF_040;Schleswig-Flensburg;Schleswig-Flensburg;Hörup, Lindewitt;Hörup;154.7;72,2;[54.7210405, 9.1492353];2907
PR1_SLF_041;Schleswig-Flensburg;-;Großenwiehe, Lindewitt;-;29.0;-;[54.6995527, 9.2226141];1379
PR1_SLF_042;Schleswig-Flensburg;-;Stangheck, Stoltebüll;-;24. Mrz;-;[54.7070736, 9.8697583];4896
PR1_SLF_043;Schleswig-Flensburg;Schleswig-Flensburg;Lindewitt, Nordhackstedt;Lindewitt, Nordhackstedt;101.2;49,9;[54.7152515, 9.1812204];1379
PR1_SLF_044;Schleswig-Flensburg;-;Großsolt, Mittelangeln;-;31. Jan;-;[54.6883819, 9.5567286];1379
PR1_SLF_045;Schleswig-Flensburg;-;Lindewitt;-;58.2;-;[54.6973324, 9.1950795];1379
PR1_SLF_046;Schleswig-Flensburg;-;Lindewitt;-;85.9;-;[54.6973324, 9.1950795];1379
PR1_SLF_047;Schleswig-Flensburg;-;Sörup;-;21. Aug;-;[54.7169361, 9.6673591];4896
PR1_SLF_048;Schleswig-Flensburg;-;Handewitt, Wanderup;-;47.9;-;[54.7234594, 9.3298896];1379
PR1_SLF_049;Schleswig-Flensburg;-;Ahneby, Sörup, Sterup;-;40.8;-;[54.7158368, 9.7129334];4896
PR1_SLF_051;Schleswig-Flensburg;Schleswig-Flensburg;Hasselberg, Rabenholz;Hasselberg, Rabenholz;21. Jul;21,7;[54.7189106, 9.9408886];5930
PR1_SLF_052;Schleswig-Flensburg;Schleswig-Flensburg;Lindewitt;Lindewitt;103.2;45,1;[54.6973324, 9.1950795];1379
PR1_SLF_053;Schleswig-Flensburg;-;Großenwiehe, Wanderup;-;53.4;-;[54.6959366, 9.2923918];1379
PR1_SLF_054;Schleswig-Flensburg;-;Handewitt, Oeversee, Tarp, Wanderup;-;36.0;-;[54.7020893, 9.3752344];1379
PR1_SLF_055;Schleswig-Flensburg;-;Großenwiehe, Wanderup;-;63.5;-;[54.6959366, 9.2923918];1379
PR1_SLF_056;Schleswig-Flensburg;-;Mohrkirch, Rügge, Sterup;-;62.9;-;[54.6968331, 9.7394149];4896
PR1_SLF_058;Schleswig-Flensburg;Schleswig-Flensburg;Großenwiehe, Wanderup;Großenwiehe, Wanderup;357.4;329;[54.6959366, 9.2923918];1379
PR1_SLF_059;Schleswig-Flensburg;Schleswig-Flensburg;Jerrishoe, Wanderup;Jerrishoe;233.7;107,4;[54.6735264, 9.3523926];1379
PR1_SLF_060;Schleswig-Flensburg;Schleswig-Flensburg;Großenwiehe, Lindewitt;Großenwiehe, Lindewitt;75.6;43,4;[54.6995527, 9.2226141];1379
PR1_SLF_061;Schleswig-Flensburg;-;Oersberg, Rabenkirchen-Faulück;-;43.2;-;[54.6567187, 9.8585183];4896
PR1_SLF_062;Schleswig-Flensburg;-;Havetoft, Sieverstedt;-;109.4;-;[54.6465696, 9.4956827];4466
PR1_SLF_063;Schleswig-Flensburg;-;Brodersby, Kappeln;-;111.4;-;[54.6498615, 9.955792];5930
PR1_SLF_064;Schleswig-Flensburg;-;Janneby, Wanderup;-;64.0;-;[54.6575648, 9.3187434];1379
