ID;KreisPot;KreisVor;StadtPot;StadtVor;haPot;haVor;Coords;Wetter-ID
PR1_SLF_065;Schleswig-Flensburg;Schleswig-Flensburg;Eggebek, Janneby, Jerrishoe, Wanderup;Janneby, Wanderup;407.3;188;[54.6480601, 9.3463378];1379
PR1_SLF_066;Schleswig-Flensburg;Schleswig-Flensburg;Sieverstedt, Tarp;Sieverstedt, Tarp;81.1;81,1;[54.6524512, 9.4414991];1379
PR1_SLF_067;Schleswig-Flensburg;-;Grödersby, Rabenkirchen-Faulück;-;60.3;-;[54.6377849, 9.8964421];4896
PR1_SLF_068;Schleswig-Flensburg;-;Janneby;-;37.1;-;[54.6250294, 9.3028521];1379
PR1_SLF_069;Schleswig-Flensburg;Schleswig-Flensburg;Klappholz, Mittelangeln;Klappholz, Mittelangeln;20. Jul;20,7;[54.6486276, 9.566885];4466
PR1_SLF_070;Schleswig-Flensburg;Schleswig-Flensburg;Jörl, Löwenstedt, Sollwitt;Jörl, Löwenstedt, Sollwitt;119.3;37,2;[54.6085757, 9.2311524];7298
PR1_SLF_071;Schleswig-Flensburg;-;Boren, Dollrottfeld;-;26. Sep;-;[54.6265406, 9.8200584];4896
PR1_SLF_072;Schleswig-Flensburg;-;Brebel, Nottfeld, Süderbrarup;-;29. Sep;-;[54.6275909, 9.7533011];4896
PR1_SLF_073;Schleswig-Flensburg;-;Struxdorf;-;31. Aug;-;[54.6311599, 9.6402565];4896
PR1_SLF_074;Schleswig-Flensburg;Schleswig-Flensburg;Uelsby;Uelsby;27. Apr;19,7;[54.6316476, 9.5991061];4466
PR1_SLF_075;Schleswig-Flensburg;Schleswig-Flensburg;Eggebek, Janneby;Janneby;197.6;122;[54.6225938, 9.340283];1379
PR1_SLF_076;Schleswig-Flensburg;-;Klappholz, Sieverstedt;-;89.6;-;[54.6320662, 9.5049843];4466
PR1_SLF_077;Schleswig-Flensburg;-;Boren;-;33.4;-;[54.6144603, 9.8193839];4896
PR1_SLF_078;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt, Langstedt, Sieverstedt, Tarp;Langstedt, Sieverstedt, Tarp;312.6;123,7;[54.6283257, 9.4218613];4466
PR1_SLF_080;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt, Sieverstedt, Stolk;Sieverstedt, Stolk;147.9;90,5;[54.6112964, 9.4782929];4466
PR1_SLF_081;Schleswig-Flensburg;Schleswig-Flensburg;Tolk, Twedt;Tolk, Twedt;72.2;72,2;[54.5880583, 9.6581822];4466
PR1_SLF_082;Schleswig-Flensburg;-;Loit, Steinfeld;-;30. Mrz;-;[54.6054674, 9.7235396];4896
PR1_SLF_083;Schleswig-Flensburg;-;Jörl, Sollwitt, Süderhackstedt;-;127.8;-;[54.5983891, 9.2692824];7298
PR1_SLF_084;Schleswig-Flensburg;-;Sollerup;-;17. Feb;-;[54.5726748, 9.3203812];4466
PR1_SLF_085;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt, Langstedt;Bollingstedt, Langstedt;29.0;29;[54.6042003, 9.4022235];4466
PR1_SLF_086;Schleswig-Flensburg;-;Bollingstedt;-;36.2;-;[54.5921291, 9.419058];4466
PR1_SLF_087;Schleswig-Flensburg;Schleswig-Flensburg;Loit, Taarstedt;Loit, Taarstedt;42.1;21,5;[54.5892308, 9.6934569];4896
PR1_SLF_088;Schleswig-Flensburg;-;Ulsnis;-;16. Apr;-;[54.5695241, 9.7471121];4896
PR1_SLF_089;Schleswig-Flensburg;-;Bollingstedt;-;21. Aug;-;[54.5921291, 9.419058];4466
PR1_SLF_090;Schleswig-Flensburg;-;Bollingstedt, Langstedt;-;15. Aug;-;[54.6042003, 9.4022235];4466
PR1_SLF_091;Schleswig-Flensburg;-;Bollingstedt;-;26. Mai;-;[54.5921291, 9.419058];4466
PR1_SLF_092;Schleswig-Flensburg;Schleswig-Flensburg;Bollingstedt, Silberstedt;Silberstedt;22. Mrz;20;[54.5544967, 9.3950809];4466
PR1_SLF_093;Schleswig-Flensburg;Schleswig-Flensburg;Silberstedt;Silberstedt;23. Jan;23,1;[54.5168642, 9.3711038];4466
PR1_SLF_095;Schleswig-Flensburg;-;Schaalby, Taarstedt, Tolk, Twedt;-;59.8;-;[54.5730441, 9.6582992];4466
PR1_SLF_096;Schleswig-Flensburg;-;Bollingstedt, Idstedt, Lürschau;-;49.4;-;[54.5723781, 9.4755016];4466
PR1_SLF_097;Schleswig-Flensburg;-;Bollingstedt, Lürschau;-;42.6;-;[54.5653756, 9.4576493];4466
PR1_SLF_099;Schleswig-Flensburg;-;Nübel, Schaalby;-;47.0;-;[54.5559858, 9.6073247];4466
PR1_SLF_100;Schleswig-Flensburg;-;Brodersby, Goltoft, Taarstedt, Ulsnis;-;56.2;-;[54.5797034, 9.7847983];4896
PR1_SLF_101;Schleswig-Flensburg;-;Jübek, Lürschau;-;21. Jan;-;[54.547789, 9.4487872];4466
PR1_SLF_102;Schleswig-Flensburg;Schleswig-Flensburg;Jübek, Silberstedt;Jübek, Silberstedt;299.2;130,4;[54.5369101, 9.3862188];4466
PR1_SLF_103;Schleswig-Flensburg;Schleswig-Flensburg;Jübek, Schuby;Jübek, Schuby;55.8;55,8;[54.5363878, 9.4406726];4466
PR1_SLF_105;Schleswig-Flensburg;Schleswig-Flensburg;Jübek, Lürschau, Schuby;Jübek, Lürschau, Schuby;57.2;57,2;[54.5371326, 9.4591952];4466
PR1_SLF_106;Schleswig-Flensburg;Schleswig-Flensburg;Schuby, Silberstedt;Schuby, Silberstedt;140.9;137;[54.5163419, 9.4255576];4466
PR1_SLF_108;Schleswig-Flensburg;-;Schuby;-;19.0;-;[54.5158197, 9.4800114];4466
PR1_SLF_109;Schleswig-Flensburg;Schleswig-Flensburg;Ellingstedt, Schuby, Silberstedt;Ellingstedt, Schuby, Silberstedt;207.6;184,3;[54.5024466, 9.4202102];2437
PR1_SLF_110;Schleswig-Flensburg;Schleswig-Flensburg;Börm, Klein Bennebek;Börm, Klein Bennebek;269.9;82,5;[54.4009137, 9.4200374];2437
PR1_SLF_112;Schleswig-Flensburg;Schleswig-Flensburg;Alt Bennebek, Börm, Klein Bennebek;Börm, Klein Bennebek;263.5;48,5;[54.3933491, 9.4242294];2437
PR1_SLF_114;Schleswig-Flensburg;Schleswig-Flensburg;Alt Bennebek, Klein Bennebek, Kropp;Alt Bennebek, Klein Bennebek;436.0;210,3;[54.3972027, 9.4662322];2437
PR1_SLF_115;Schleswig-Flensburg;Schleswig-Flensburg;Kropp, Tetenhusen;Kropp, Tetenhusen;102.7;78,1;[54.3805683, 9.5051677];2303
PR1_SLF_116;Schleswig-Flensburg;-;Alt Bennebek, Kropp, Tetenhusen;-;338.0;-;[54.3797855, 9.480983];2303
PR1_SLF_117;Schleswig-Flensburg;-;Süderstapel;-;20. Aug;-;[54.3414083, 9.1991096];1266
PR1_SLF_118;Schleswig-Flensburg;-;Delve, Süderstapel;-;29. Aug;-;[54.3217932, 9.2247413];1266
PR1_SLF_120;Schleswig-Flensburg;-;Erfde;-;18. Mrz;-;[54.3090268, 9.3174331];1266
PR1_SLF_121;Schleswig-Flensburg;-;Erfde, Tielen;-;151.5;-;[54.2972743, 9.3261614];1266
PR1_SLF_122;Schleswig-Flensburg;-;Erfde, Tielen;-;58.8;-;[54.2972743, 9.3261614];1266
PR1_SLF_123;Schleswig-Flensburg;-;Erfde;-;36.3;-;[54.3090268, 9.3174331];1266
PR1_SLF_301;Schleswig-Flensburg;-;Böel;-;18. Aug;-;[54.6489903, 9.718764];4896
PR1_SLF_311;Schleswig-Flensburg;-;Hüsby, Schuby;-;151.8;-;[54.5065502, 9.4826252];4466
PR1_SLF_313;Schleswig-Flensburg;-;Silberstedt;-;85.9;-;[54.5168642, 9.3711038];4466
PR1_SLF_317;Schleswig-Flensburg;-;Erfde, Süderstapel;-;434.1;-;[54.3252175, 9.2582713];1266
PR1_SLF_401;Schleswig-Flensburg;Schleswig-Flensburg;Bramstedtlund, Holt, Weesby;Bramstedtlund, Weesby;504.1;52,4;[54.8276544, 9.1279915];2907
PR1_SLF_403;Schleswig-Flensburg;-;Silberstedt;-;24.0;-;[54.5168642, 9.3711038];4466
PR1_SLF_404;Schleswig-Flensburg;-;Großsolt, Havetoft;-;71.0;-;[54.6752153, 9.5162642];1379
PR1_SLF_405;Schleswig-Flensburg;-;Havetoft, Mittelangeln;-;28. Jun;-;[54.6631309, 9.5575834];4466
PR1_SLF_406;Schleswig-Flensburg;-;Sörup;-;17. Jul;-;[54.7169361, 9.6673591];4896
PR1_SLF_407;Schleswig-Flensburg;-;Steinberg, Steinbergkirche;-;20. Apr;-;[54.7565223, 9.7716068];4896
PR1_SLF_408;Schleswig-Flensburg;-;Saustrup;-;17.0;-;[54.6722909, 9.7699703];4896
PR1_SLF_409;Schleswig-Flensburg;-;Osterby;-;24. Sep;-;[54.4534243, 9.7537929];2437
PR1_SLF_410;Schleswig-Flensburg;-;Niesgrau, Steinberg, Sterup;-;23.0;-;[54.7431775, 9.7788535];4896
PR1_SLF_411;Schleswig-Flensburg;-;Grundhof, Sörup;-;22. Mai;-;[54.7451561, 9.6606131];4896
PR1_SLF_501;Schleswig-Flensburg;Schleswig-Flensburg;Schnarup-Thumby;Schnarup-Thumby;50.1;21,2;[54.65, 9.65];4896
PR3_STE_001;Steinburg;-;Gokels, Seefeld, Warringholz;-;53.9;-;[54.0988965, 9.4754971];19172
PR3_STE_002;Steinburg;-;Puls, Reher;-;101.7;-;[54.0754891, 9.5456861];2429
PR3_STE_003;Steinburg;-;Osterstedt, Reher, Wapelfeld;-;88.6;-;[54.0867119, 9.584101];2429
PR3_STE_004;Steinburg;-;Puls;-;21. Jul;-;[54.0833, 9.51667];19172
PR3_STE_005;Steinburg;Steinburg;Christinenthal, Oldenborstel, Puls;Christinenthal, Oldenborstel, Puls;106.0;78;[54.0664336, 9.5207461];2429
PR3_STE_006;Steinburg;-;Aasbüttel, Oldenborstel, Puls, Schenefeld,Warringholz;-;169.1;-;[54.0679711, 9.4838044];19172
PR3_STE_008;Steinburg;Steinburg;Besdorf, Bokhorst;Besdorf, Bokhorst;51.6;51,6;[54.0542947, 9.383257];19172
PR3_STE_009;Steinburg;-;Meezen, Poyenberg;-;38.7;-;[54.0476432, 9.6930576];2429
PR3_STE_010;Steinburg;Steinburg;Holstenniendorf;Holstenniendorf;61.1;28,9;[54.0475721, 9.3281253];19172
PR3_STE_011;Steinburg;-;Grauel, Poyenberg, Silzen;-;208.1;-;[54.0456598, 9.6634539];2429
PR3_STE_012;Steinburg;Steinburg;Christinenthal, Peissen, Reher;Christinenthal, Peissen, Reher;462.7;262;[54.0481333, 9.5721686];2429
PR3_STE_013;Steinburg;Steinburg;Bokelrehm, Bokhorst, Nienbüttel, Schenefeld;Bokelrehm;57.4;33,1;[54.0444391, 9.4217411];19172
PR3_STE_015;Steinburg;-;Agethorst, Bokelrehm, Hadenfeld, Nienbüttel,;-;3.0;-;[54.0624163, 9.5040277];19172
PR3_STE_016;Steinburg;-;Silzen;-;18.0;-;[54.0286052, 9.6350723];2429
PR3_STE_017;Steinburg;-;Besdorf, Gribbohm, Holstenniendorf;-;42.9;-;[54.0421799, 9.3474501];19172
PR3_STE_018;Steinburg;-;Sarlhusen;-;29. Jun;-;[54.0233899, 9.7915746];19171
PR3_STE_019;Steinburg;Steinburg;Looft, Pöschendorf;Looft;196.9;125,9;[54.0352496, 9.5035209];2429
PR3_STE_020;Steinburg;-;Poyenberg;-;27. Jan;-;[54.0439662, 9.6839432];2429
PR3_STE_021;Steinburg;-;Peissen, Silzen;-;38.3;-;[54.0260788, 9.622295];2429
PR3_STE_022;Steinburg;Steinburg;Gribbohm, Holstenniendorf;Gribbohm;87.0;21,5;[54.0382698, 9.3378402];19172
PR3_STE_023;Steinburg;-;Hennstedt, Poyenberg;-;34.1;-;[54.1645982, 9.4254012];19172
PR3_STE_024;Steinburg;-;Pöschendorf;-;23. Mrz;-;[54.0371992, 9.4903717];19172
PR3_STE_025;Steinburg;-;Fitzbek, Sarlhusen, Willenscharen;-;98.0;-;[54.0131246, 9.7886785];19171
PR3_STE_026;Steinburg;-;Drage;-;17. Jul;-;[54.3540518, 9.1576462];1266
PR3_STE_027;Steinburg;Steinburg;Arpsdorf, Brokstedt, Willenscharen;Brokstedt, Willenscharen;370.9;226,7;[54.0141826, 9.827839];19171
PR3_STE_029;Steinburg;Steinburg;Gribbohm, Vaale, Wacken;Gribbohm, Vaale, Wacken;102.7;30,9;[54.0167788, 9.3670019];19172
PR3_STE_030;Steinburg;-;Agethorst, Mehlbek;-;23. Jan;-;[54.0115088, 9.4351821];19172
PR3_STE_031;Steinburg;-;Hohenlockstedt, Peissen, Silzen;-;45.5;-;[54.0062859, 9.62042];2429
PR3_STE_033;Steinburg;-;Kaaks, Mehlbek;-;43.7;-;[53.9967857, 9.452818];19172
PR3_STE_034;Steinburg;-;Hohenlockstedt;-;49.2;-;[53.9667, 9.61667];2429
PR3_STE_036;Steinburg;-;Hohenlockstedt;-;57.9;-;[53.9667, 9.61667];2429
PR3_STE_037;Steinburg;-;Hohenaspe;-;26. Mai;-;[53.9884241, 9.5300039];2429
PR3_STE_038;Steinburg;-;Fitzbek;-;18.0;-;[54.0027011, 9.7711953];19171
PR3_STE_040;Steinburg;-;Oeschebüttel;-;43.8;-;[53.9953412, 9.7204133];19171
PR3_STE_041;Steinburg;Steinburg;Huje, Mehlbek, Nutteln;Huje, Nutteln;201.7;157,3;[53.9874881, 9.4152145];19172
PR3_STE_042;Steinburg;-;Kaaks;-;21. Jun;-;[53.9900073, 9.4700297];2429
PR3_STE_043;Steinburg;-;Borstel, Brokstedt;-;116.3;-;[53.9789629, 9.8100054];19171
PR3_STE_044;Steinburg;-;Hohenlockstedt;-;40.9;-;[53.9667, 9.61667];2429
PR3_STE_045;Steinburg;Steinburg;Hohenaspe, Ottenbüttel;Hohenaspe, Ottenbüttel;73.5;16,8;[53.9807084, 9.5173392];2429
PR3_STE_046;Steinburg;Steinburg;Kaaks, Oldendorf, Ottenbüttel;Oldendorf, Ottenbüttel;110.2;32,6;[53.9714789, 9.4757242];2429
PR3_STE_047;Steinburg;-;Hohenlockstedt, Mühlenbarbek;-;44.3;-;[53.9616545, 9.6438498];2429
PR3_STE_048;Steinburg;-;Aebtissinwisch, Ecklak;-;74.0;-;[53.9635957, 9.2717783];19172
PR3_STE_049;Steinburg;Steinburg;Borstel, Brokstedt, Kellinghusen, Quarnstedt,;Kellinghusen, Quarnstedt, Störkathen;1.0;1;[54.0094615, 9.7895705];19171
PR3_STE_050;Steinburg;-;Hohenlockstedt, Ottenbüttel, Schlotfeld;-;58.0;-;[53.9669758, 9.5677279];2429
PR3_STE_051;Steinburg;Steinburg;Ottenbüttel;Ottenbüttel;14. Jun;14,6;[53.9729927, 9.5046746];2429
PR3_STE_052;Steinburg;-;Borstel, Hagen, Quarnstedt;-;61.1;-;[53.9564086, 9.8042317];19171
PR3_STE_053;Steinburg;-;Lohbarbek, Mühlenbarbek;-;15.0;-;[53.9520773, 9.6513619];2429
PR3_STE_054;Steinburg;-;Ecklak;-;63.6;-;[53.9546532, 9.2651303];19172
PR3_STE_055;Steinburg;-;Neuendorf-Sachsenbande;-;90.0;-;[53.9535599, 9.3334006];19172
PR3_STE_056;Steinburg;Steinburg;Moorhusen, Neuendorf-Sachsenbande;Moorhusen, Neuendorf-Sachsenbande;132.7;132,7;[53.9569911, 9.3589643];19172
PR3_STE_057;Steinburg;-;Quarnstedt;-;19.0;-;[53.9544326, 9.7869333];19171
PR3_STE_058;Steinburg;-;Neuendorf-Sachsenbande;-;66.4;-;[53.9535599, 9.3334006];19172
PR3_STE_059;Steinburg;Steinburg;Bekdorf, Krummendiek, Landrecht,;Krummendiek, Landrecht, Moorhusen;1.0;1;[53.9982401, 9.5098144];2429
PR3_STE_060;Steinburg;Steinburg;Ecklak, Landscheide;Ecklak;40.4;16,6;[53.9366387, 9.264651];19172
PR3_STE_061;Steinburg;-;Föhrden-Barl, Hagen, Quarnstedt;-;125.1;-;[53.9430738, 9.800568];19171
PR3_STE_062;Steinburg;-;Bekmünde;-;31.6;-;[53.9333, 9.45];2429
PR3_STE_063;Steinburg;Steinburg;Breitenberg, Wittenbergen;Wittenbergen;69.8;27,3;[53.929426, 9.6596497];2429
PR3_STE_064;Steinburg;-;Kollmoor, Oelixdorf;-;93.9;-;[53.9280096, 9.582705];2429
PR3_STE_065;Steinburg;Steinburg;Nortorf;Nortorf;183.5;142,7;[54.1684689, 9.8559648];6105
PR3_STE_066;Steinburg;-;Ecklak;-;18. Feb;-;[53.9546532, 9.2651303];19172
PR3_STE_067;Steinburg;-;Ecklak, Landscheide;-;15. Jan;-;[53.9366387, 9.264651];19172
PR3_STE_068;Steinburg;-;Bekmünde, Landrecht, Stördorf;-;148.9;-;[53.9231744, 9.4187855];19172
PR3_STE_069;Steinburg;Steinburg;Nortorf;Nortorf;32.9;32,9;[54.1684689, 9.8559648];6105
PR3_STE_070;Steinburg;Steinburg;Nortorf;Nortorf;24. Mai;24,5;[54.1684689, 9.8559648];6105
PR3_STE_072;Steinburg;Steinburg;Beidenfleth, Dammfleth, Stördorf;Dammfleth, Stördorf;192.7;154,5;[53.8958762, 9.3957426];19172
PR3_STE_073;Steinburg;Steinburg;Landscheide, Sankt Margarethen;Landscheide, Sankt Margarethen;36.2;36,2;[53.9062425, 9.2614775];19172
PR3_STE_074;Steinburg;Steinburg;Brokdorf, Dammfleth, Nortorf, Sankt;Nortorf, Sankt Margarethen;4.0;1;[54.0636217, 9.2931111];19172
PR3_STE_075;Steinburg;Steinburg;Bokel, Hingstheide, Wulfsmoor;Hingstheide, Wulfsmoor;92.5;19,4;[54.009007, 9.7573525];19171
PR3_STE_076;Steinburg;-;Beidenfleth;-;107.9;-;[53.8740893, 9.4059583];2429
PR3_STE_077;Steinburg;-;Bokel, Hingstheide;-;22. Jun;-;[54.0574237, 9.7727749];19171
PR3_STE_078;Pinneberg, Steinburg;-;Osterhorn, Wulfsmoor;-;43.1;-;[53.8894368, 9.7132537];2429
PR3_STE_079;Steinburg;Steinburg;Dammfleth;Dammfleth;91.0;91;[53.9, 9.36667];19172
PR3_STE_080;Steinburg;-;Brokdorf;-;48.0;-;[53.8687514, 9.3243161];19172
PR3_STE_081;Steinburg;-;Brokdorf, Dammfleth;-;21. Feb;-;[53.8843757, 9.345493];19172
PR3_STE_082;Steinburg;-;Bahrenfleth, Hodorf;-;87.8;-;[53.8824049, 9.4372369];2429
PR3_STE_083;Steinburg;Steinburg;Hohenfelde, Rethwisch;Rethwisch;154.0;84,2;[53.855955, 9.6077482];2429
PR3_STE_084;Steinburg;Steinburg;Beidenfleth, Wewelsfleth;Beidenfleth, Wewelsfleth;69.9;51,2;[53.8618464, 9.4048328];2429
PR3_STE_085;Steinburg;-;Neuenbrook;-;34.5;-;[53.860357, 9.5362188];2429
PR3_STE_086;Steinburg;-;Neuenbrook;-;114.7;-;[53.860357, 9.5362188];2429
PR3_STE_087;Steinburg;-;Beidenfleth, Wewelsfleth;-;49.5;-;[53.8618464, 9.4048328];2429
PR3_STE_088;Steinburg;-;Hohenfelde, Rethwisch;-;60.6;-;[53.855955, 9.6077482];2429
PR3_STE_089;Steinburg;Steinburg;Grevenkop, Hohenfelde, Neuenbrook;Grevenkop, Neuenbrook;366.4;218,9;[53.8497129, 9.5660081];2429
PR3_STE_090;Steinburg;Steinburg;Bahrenfleth, Borsfleth;Bahrenfleth;257.4;39,8;[53.8490549, 9.4372369];2429
PR3_STE_091;Steinburg;-;Grevenkop;-;37.3;-;[53.843558, 9.5386026];2429
PR3_STE_092;Steinburg;Steinburg;Sommerland, Süderau;Sommerland, Süderau;73.9;73,9;[53.8086714, 9.5322424];2429
PR3_STE_093;Steinburg;Steinburg;Hohenfelde, Horst (Holstein);Horst (Holstein);166.4;67,6;[53.8249331, 9.6341828];2429
PR3_STE_094;Steinburg;Steinburg;Süderau;Süderau;175.3;35,4;[53.8167, 9.51667];2429
PR3_STE_095;Steinburg;Steinburg;Sommerland, Süderau;Sommerland, Süderau;155.9;36,5;[53.8086714, 9.5322424];2429
PR3_STE_096;Steinburg;Steinburg;Krempdorf, Krempe;Krempdorf;187.3;137,8;[53.8307816, 9.4752135];2429
PR3_STE_097;Steinburg;Steinburg;Horst (Holstein), Sommerland;Horst (Holstein), Sommerland;82.4;29,5;[53.8026427, 9.5964887];4039
PR3_STE_098;Steinburg;Steinburg;Elskop;Elskop;251.5;41,3;[53.8124972, 9.5004516];2429
PR3_STE_099;Steinburg;Steinburg;Sommerland;Sommerland;114.6;94;[53.8006429, 9.5478148];2429
PR3_STE_100;Steinburg;Steinburg;Sommerland;Sommerland;97.8;78;[53.8006429, 9.5478148];2429
PR3_STE_101;Steinburg;-;Herzhorn, Sommerland;-;46.3;-;[53.791742, 9.5173342];2429
PR3_STE_102;Steinburg;-;Herzhorn, Sommerland;-;19. Apr;-;[53.791742, 9.5173342];2429
PR3_STE_302;Steinburg, Segeberg;-;Armstedt, Brokstedt;-;44.1;-;[53.9798591, 9.8366488];19171
PR3_STE_303;Steinburg;-;Heiligenstedten, Hodorf;-;153.4;-;[53.9155131, 9.4501564];2429
PR3_STE_401;Steinburg;-;Gribbohm, Vaale;-;74.5;-;[54.0143264, 9.3621504];19172
PR3_STE_402;Steinburg;-;Bokhorst, Neuendorf-Sachsenbande, Vaale,Vaalermoor;-;35.5;-;[53.9975605, 9.3605181];19172
PR3_STE_403;Steinburg;-;Neuendorf-Sachsenbande;-;27.0;-;[53.9535599, 9.3334006];19172
PR3_STE_404;Steinburg;-;Dammfleth;-;40.3;-;[53.9, 9.36667];19172
PR3_STE_405;Steinburg;-;Wewelsfleth;-;23. Mai;-;[53.8496035, 9.4037072];2429
PR3_STE_406;Steinburg;-;Wewelsfleth;-;16.0;-;[53.8496035, 9.4037072];2429
PR3_STE_407;Steinburg;-;Kronsmoor;-;20. Sep;-;[53.9091273, 9.6011503];2429
PR3_STE_410;Steinburg;-;Auufer;-;24. Jan;-;[53.9283955, 9.6904747];2429
PR3_STE_411;Steinburg;-;Auufer, Wrist, Wulfsmoor;-;21. Feb;-;[53.9247749, 9.7238785];19171
PR3_STE_412;Steinburg;-;Kellinghusen, Mühlenbarbek;-;63.0;-;[53.953079, 9.6949646];2429
PR3_STE_413;Steinburg;-;Lohbarbek, Mühlenbarbek;-;36.0;-;[53.9520773, 9.6513619];2429
PR3_STE_414;Steinburg;-;Lohbarbek, Winseldorf;-;25. Mai;-;[53.9462544, 9.6175805];2429
PR3_STE_415;Steinburg;-;Breitenburg, Kronsmoor;-;23. Aug;-;[53.9045637, 9.5839102];2429
PR3_STE_502;Steinburg;-;Wrist;-;23. Feb;-;[53.9337557, 9.7546534];19171
PR3_STE_503;Steinburg;-;Horst (Holstein);-;18. Jun;-;[53.8046426, 9.6451626];4039
PR3_STO_001;Stormarn;-;Mönkhagen, Stockelsdorf;-;92.8;-;[53.8992413, 10.6019534];3086
PR3_STO_002;Stormarn;Stormarn;Badendorf, Heilshoop, Zarpen;Heilshoop;89.0;17,4;[53.8752845, 10.5414796];3086
PR3_STO_003;Stormarn;Stormarn;Feldhorst, Rehhorst;Feldhorst, Rehhorst;118.8;42;[53.8608612, 10.4454503];5280
PR3_STO_004;Stormarn;Stormarn;Travenbrück;Travenbrück;50.2;50,2;[53.8417892, 10.3129898];5280
PR3_STO_007;Stormarn;-;Barnitz, Klein Wesenberg, Westerau;-;119.8;-;[53.7985586, 10.5103717];3086
PR3_STO_008;Stormarn;-;Hammoor;-;88.9;-;[53.7142966, 10.3187673];5280
PR3_STO_009;Stormarn;-;Steinburg;-;33.4;-;[53.9409342, 9.5157896];2429
PR3_STO_010;Stormarn;-;Ahrensburg, Delingsdorf, Hammoor;-;137.1;-;[53.6988781, 10.269435];5280
PR3_STO_301;Stormarn;-;Heilshoop, Mönkhagen, Rehhorst;-;68.2;-;[53.8884059, 10.5204608];3086
PR3_STO_302;Stormarn;-;Rehhorst, Zarpen;-;97.3;-;[53.8741289, 10.4928392];3086
PR3_STO_303;Stormarn;-;Bad Oldesloe, Feldhorst, Wakendorf I;-;43.7;-;[53.8395136, 10.3839105];5280
PR3_STO_304;Stormarn;Stormarn;Bad Oldesloe, Feldhorst;Bad Oldesloe, Feldhorst;37.1;27,4;[53.8269593, 10.3974556];5280
PR3_STO_305;Stormarn;-;Bad Oldesloe;-;45.9;-;[53.8096562, 10.3733692];5280
PR3_STO_306;Stormarn;-;Bargteheide;-;34.5;-;[53.7279671, 10.2618075];5280
PR3_STO_307;Stormarn;-;Tangstedt;-;42.3;-;[53.7333, 10.0833];4039
PR3_STO_308;Stormarn;-;Braak, Siek;-;39.6;-;[53.6218789, 10.2709146];1736
PR3_STO_309;Stormarn;-;Brunsbek, Siek;-;63.8;-;[53.6157424, 10.289954];1736
PR3_STO_310;Stormarn;-;Großensee;-;17. Jun;-;[53.6136224, 10.3420128];1736
PR3_STO_311;Stormarn;-;Rausdorf, Witzhave;-;75.4;-;[53.5779694, 10.3311479];1736
PR3_STO_401;Stormarn;-;Tangstedt;-;35.9;-;[53.7333, 10.0833];4039
PR3_STO_402;Stormarn;-;Hoisdorf;-;17. Apr;-;[53.6530061, 10.3186485];1736
PR3_STO_501;Stormarn;-;Mönkhagen;-;39.1;-;[53.9003044, 10.560138];3086
PR3_STO_502;Stormarn;-;Westerau;-;20. Mai;-;[53.7766558, 10.4835006];3086
PR3_STO_503;Stormarn;-;Braak, Siek;-;47.1;-;[53.6218789, 10.2709146];1736
PR3_STO_601;Stormarn;-;Bad Oldesloe;-;24.0;-;[53.8096562, 10.3733692];5280
